name,lat,long
Sunshine,144.83425757183002,-37.78930867590835
Sunshine North,144.83619468153375,-37.76391594021531
Sunshine West,144.81828112652875,-37.80199492702053
Sydenham,144.76424876155957,-37.699783355797045
Taylors Lakes,144.7859784649255,-37.68849818232266
Deer Park,144.77129552429273,-37.76864911599448
Derrimut,144.77603339230336,-37.798782135263714
Altona,144.8150162182237,-37.86029236613923
Altona Meadows,144.78444062104128,-37.880976807506045
Altona North,144.83609506690036,-37.8357106896034
Newport,144.88222759744983,-37.83761490911122
Seabrook,144.7586619118336,-37.88090760072983
Williamstown,144.884796185323,-37.85911497731556
Braybrook,144.8629975235783,-37.78467487415504
Footscray,144.89732505480535,-37.79811619342175
Maribyrnong,144.88776820495764,-37.772676316642034
Seddon - Kingsville,144.8863476530542,-37.80765403446462
West Footscray - Tottenham,144.86451259683355,-37.8020146958169
Yarraville,144.88197768663372,-37.81796298509081
Bacchus Marsh,144.454621449851,-37.637931379634495
Melton West,144.54261011686023,-37.66485837082886
Rockbank - Mount Cottrell,144.66724482492185,-37.76038512687672
Taylors Hill,144.74901580832974,-37.71454419951381
Burnside,144.75303282025675,-37.74919971269368
Burnside Heights,144.7556373045572,-37.732218074018824
Caroline Springs,144.73737082418467,-37.73891284439547
Brookfield,144.54055666341765,-37.699329262337116
Cobblebank - Strathtulloh,144.59851095216968,-37.72203852148281
Eynesbury - Exford,144.5309695426516,-37.75506930263209
Fraser Rise - Plumpton,144.69082244905587,-37.686997567916244
Hillside,144.74109322195972,-37.68995418569978
Kurunjang - Toolern Vale,144.5936180532347,-37.616236779832604
Melton,144.59580857370844,-37.68574037509249
Melton South - Weir Views,144.56846634595252,-37.71785316378721
Hoppers Crossing - North,144.7012628305171,-37.86243038788336
Hoppers Crossing - South,144.68536748790865,-37.87326529756857
Laverton,144.77804496405747,-37.839525333359475
Werribee - South,144.65288125305256,-37.95134616859462
Point Cook - East,144.77011213574553,-37.91312052911821
Point Cook - South,144.7334528101978,-37.91132429134648
Werribee - East,144.66195671018113,-37.88516433574866
Werribee - West,144.5484859959861,-37.91964525915655
Manor Lakes - Quandong,144.51869572073176,-37.84847302615514
Point Cook - North East,144.74358523615962,-37.8864460484194
Point Cook - North West,144.7261710208062,-37.88533933610082
Tarneit (West) - Mount Cottrell,144.62433506632607,-37.82420753057735
Tarneit - Central,144.6804972842704,-37.84067591613956
Tarneit - North,144.68161463740267,-37.81814814414655
Tarneit - South,144.66096294664644,-37.857759152052935
Truganina - North,144.73661164217773,-37.824046168107934
Truganina - South East,144.7427040673672,-37.84769339246422
Truganina - South West,144.72090803145292,-37.84955622847436
Wyndham Vale - North,144.56505191506798,-37.82703493121346
Wyndham Vale - South,144.6167925352957,-37.88920620604383
Carrum Downs,145.17580015009707,-38.09276468420273
Frankston,145.1396548587269,-38.15409816290187
Frankston North,145.15804674962015,-38.13359499515375
Frankston South,145.12947119166904,-38.17643613810458
Langwarrin,145.19593335077235,-38.16260917829405
Seaford (Vic.),145.1384525140486,-38.10480756169321
Skye - Sandhurst,145.2150846713228,-38.10136203528217
Dromana,144.99912350078085,-38.33584251340822
Flinders,145.0000524816923,-38.398022914855936
Hastings - Somers,145.1646566847463,-38.34577760137651
Mount Eliza,145.09289655350108,-38.19506125727455
Mount Martha,145.0307372878298,-38.27545203061259
Point Nepean,144.79665031014173,-38.37859598159095
Rosebud - McCrae,144.9074535092929,-38.36894473282025
Somerville,145.1638994809263,-38.24113071013181
Mornington - East,145.06760071749733,-38.2340032291916
Mornington - West,145.04350621408017,-38.22220512225747
Ararat,142.97561596816874,-37.262438203543
Ararat Surrounds,142.83447964210782,-37.49017593562373
Horsham,142.21450028322997,-36.73174876978094
Horsham Surrounds,142.08909985696593,-36.82188483888404
Nhill Region,141.57578032375906,-36.098115945494364
St Arnaud,143.12659015039063,-36.6753223715032
Stawell,142.69572396441433,-37.02160435883561
West Wimmera,141.3431364712804,-36.95293946224083
Yarriambiack,142.42305839976726,-35.98922776288126
Irymple,142.1811168411928,-34.24151115199222
Merbein,142.0362281681659,-34.18149140317094
Mildura Surrounds,141.6714659588216,-34.883360858194784
Red Cliffs,142.22700449097638,-34.33672185658765
Mildura - North,142.15583762656618,-34.180662504394576
Mildura - South,142.11084110908922,-34.22070111503963
Buloke,143.0061903840911,-35.90973188658755
Gannawarra,143.8026032172994,-35.751463298738614
Kerang,143.94550280988136,-35.724598931469394
Robinvale,142.76691979139522,-34.65217155281184
Swan Hill,143.51179470968862,-35.36217074499275
Swan Hill Surrounds,143.12772122157054,-35.12684644125461
Echuca,144.77215102936304,-36.163725241634566
Kyabram,144.97818381200636,-36.2555427923162
Lockington - Gunbower,144.47041093959172,-36.174555975844505
Rochester,144.7366681858332,-36.33482226736469
Rushworth,144.8431071648025,-36.57898754618671
Cobram,145.66835999550878,-35.944380865074756
Moira,145.89600309522595,-36.14725132158447
Numurkah,145.30159571020147,-36.01432637205329
Yarrawonga,146.00269601315864,-36.0376204371985
Mooroopna,145.3461207768942,-36.39879886197176
Shepparton - North,145.4013730617892,-36.34281721162121
Shepparton Surrounds - East,145.53991858797121,-36.37345194417658
Shepparton Surrounds - West,145.21279431833457,-36.42306540191318
Kialla,145.41057055614442,-36.45634906240358
Shepparton - South East,145.45838412336482,-36.39992840926257
Glenelg (Vic.),141.38286154112518,-37.86630516166752
Hamilton (Vic.),142.01761947894795,-37.74582838303359
Portland,141.5841295390943,-38.34023954388314
Southern Grampians,142.02893892355848,-37.536629530802536
Camperdown,143.15921632581558,-38.228588315025185
Colac,143.57855270680062,-38.358821719035625
Colac Surrounds,143.63628274156147,-38.29800698461982
Corangamite - North,143.2604893892571,-38.022049128144324
Corangamite - South,143.10649170464478,-38.46332374833892
Otway,143.553904461219,-38.64208964017761
Moyne - East,142.7111928080641,-38.09471476925597
Moyne - West,142.1487545818805,-38.15666281521874
Warrnambool - North,142.49576449196164,-38.344636082354285
Warrnambool - South,142.57425654255778,-38.38986160903671
Migratory - Offshore - Shipping (Vic.),NA,NA
No usual address (Vic.),NA,NA
Alexandra Hills,153.2291516655336,-27.5324842112499
Belmont - Gumdale,153.158658281281,-27.507079685795908
Birkdale,153.2107446808314,-27.499695471873267
Capalaba,153.20295170969376,-27.543067650228746
Thorneside,153.2007123268985,-27.484433747102898
Wellington Point,153.24147246526226,-27.494767576962825
Cleveland,153.26748311322137,-27.532935790387544
Ormiston,153.25512558883005,-27.510094974016692
Redland Bay,153.29082663972125,-27.647875186039013
Sheldon - Mount Cotton,153.21690162609613,-27.60766774794968
Thornlands,153.260896273376,-27.56766422099772
Victoria Point,153.28689210619132,-27.58706511754048
North Stradbroke Island,153.45255565988612,-27.54551784197944
Southern Moreton Bay Islands,153.36371471250519,-27.65101277706261
Brisbane Port - Lytton,153.19779804970543,-27.381120522747512
Manly - Lota,153.1855793531889,-27.462390600342456
Manly West,153.1659556695799,-27.46747517237345
Murarrie,153.10822290642656,-27.45396322919472
Tingalpa,153.1270517068667,-27.4735795498645
Wakerley,153.15686637649455,-27.48275963255859
Wynnum,153.1671180738298,-27.44038628075926
Wynnum West - Hemmant,153.14098842304998,-27.4497147780421
Bald Hills,153.01973640338792,-27.30749656564377
Bridgeman Downs,152.99436051144457,-27.35206508771049
Carseldine,153.0154656082507,-27.347409149357848
Everton Park,152.98737891442022,-27.40076113655474
McDowall,152.99176243521964,-27.382415231834205
Aspley,153.01849575265516,-27.366848534958372
Chermside,153.0320540285728,-27.38541149424196
Chermside West,153.0123958773544,-27.383155854869848
Geebung,153.04728465988254,-27.372571577684546
Kedron - Gordon Park,153.03046762448844,-27.406121284326485
Stafford,153.0102512067175,-27.409495870150206
Stafford Heights,153.00917192481884,-27.396859936701286
Wavell Heights,153.04753981321022,-27.392218897841513
Boondall,153.06971764725202,-27.348794316732384
Brisbane Airport,153.11781018451902,-27.392544239179344
Eagle Farm - Pinkenba,153.0966123923192,-27.4348521327559
Northgate - Virginia,153.0677231484718,-27.38384041155886
Nudgee - Banyo,153.089537777381,-27.36712795823092
Nundah,153.06205711984376,-27.40247986153608
Bracken Ridge,153.03423228956578,-27.320068113348654
Brighton (Qld),153.05533078023677,-27.296477404417065
Deagon,153.0595733904732,-27.3277976912994
Sandgate - Shorncliffe,153.0684173830817,-27.320458686217357
Taigum - Fitzgibbon,153.03882583207573,-27.34060198551157
Zillmere,153.03891400985967,-27.358409067557513
Camp Hill,153.0780090553821,-27.49629183370061
Cannon Hill,153.09475827029596,-27.472361867447358
Carina,153.0988206184515,-27.487545752009858
Carina Heights,153.09126756851074,-27.507197843781768
Carindale,153.11323772804545,-27.510575187524104
Annerley,153.03248473729636,-27.51226494352809
Coorparoo,153.06146201922198,-27.4987863011005
Fairfield - Dutton Park,153.02461022102747,-27.502144631769138
Greenslopes,153.04774314785803,-27.50705062279571
Holland Park,153.07011468748868,-27.518477539646046
Holland Park West,153.06047289320452,-27.526241458629084
Woolloongabba,153.03659829696474,-27.49308029399207
Yeronga,153.01060537652882,-27.521245850196753
Eight Mile Plains,153.092089903702,-27.57928365798188
Macgregor (Qld),153.0730285966975,-27.56530239193423
Mansfield (Qld),153.1051435471948,-27.534798915430105
Mount Gravatt,153.0805157051212,-27.533586220709626
Rochedale - Burbank,153.14636736256378,-27.563675099210382
Upper Mount Gravatt,153.08144555847034,-27.553430598173797
Wishart,153.10107860676808,-27.554463845270888
Coopers Plains,153.03652156780217,-27.56566205859294
Moorooka,153.02459029612194,-27.534335999676383
Robertson,153.05741376646972,-27.565359415364313
Salisbury - Nathan,153.04420678720024,-27.54887288174889
Tarragindi,153.0455924972639,-27.52706938557995
Algester,153.0324180136951,-27.612727646332363
Calamvale - Stretton,153.06733632136724,-27.628262248612486
Pallara - Willawong,153.0033339217047,-27.62138280306779
Parkinson - Drewvale,153.03876770127985,-27.644488970815196
Rocklea - Acacia Ridge,153.01227835450914,-27.567826101959724
Kuraby,153.09375134376594,-27.606828878956506
Runcorn,153.07678898707746,-27.598170436516696
Sunnybank,153.05951762346047,-27.578396035715855
Sunnybank Hills,153.05214453248695,-27.595949488456696
Jindalee - Mount Ommaney,152.93502309491763,-27.540022197670066
Middle Park - Jamboree Heights,152.92732008107768,-27.556086805306144
Riverhills,152.90941843551556,-27.56185762794885
Seventeen Mile Rocks - Sinnamon Park,152.95206453509587,-27.54579572357676
Westlake,152.91276487390257,-27.54861016849854
Bellbowrie - Moggill,152.87924863718754,-27.573016070704703
Brookfield - Kenmore Hills,152.8753679468186,-27.47696714771065
Chapel Hill,152.9483860634833,-27.498873640950602
Fig Tree Pocket,152.96190742798692,-27.527826786749614
Kenmore,152.93763810179112,-27.516821123213884
Pinjarra Hills - Pullenvale,152.8785423145435,-27.525311038833394
Chelmer - Graceville,152.978816785029,-27.517762830353334
Corinda,152.98375117468302,-27.543243452151547
Indooroopilly,152.9798731868666,-27.506332669917292
Sherwood,152.98117384980233,-27.530518688937203
St Lucia,153.00492814205208,-27.49805161824813
Taringa,152.98195899687093,-27.493484014653955
Enoggera,152.9748024994385,-27.427152192053775
Enoggera Reservoir,152.87053504039045,-27.433448452266486
Keperra,152.95221313100254,-27.413757917811232
Mitchelton,152.9704398435095,-27.412094838082066
Mount Coot-tha,152.94854025812998,-27.47489095069678
The Gap,152.9412551149056,-27.445891025351767
Upper Kedron - Ferny Grove,152.92058247850355,-27.414334726312546
Brisbane City,153.02307927914026,-27.46831311111776
Fortitude Valley,153.03532910639856,-27.45632391889942
Highgate Hill,153.0174911655353,-27.48752434989177
Kangaroo Point,153.03674155005027,-27.476653892180114
New Farm,153.04565348635276,-27.466413709676797
South Brisbane,153.0198939574389,-27.47906325650342
Spring Hill,153.0246125204413,-27.459448989001388
West End,153.005874775325,-27.483385558042233
Balmoral,153.06755937296774,-27.4561365368696
Bulimba,153.05928510531726,-27.448550922663593
East Brisbane,153.04685009691337,-27.483903904041984
Hawthorne,153.05923684697288,-27.463952355029537
Morningside - Seven Hills,153.076413275367,-27.466507057478605
Norman Park,153.0629720543006,-27.480135701289537
Albion,153.04447496468663,-27.4325431526044
Alderley,153.0010054318957,-27.425612894200835
Ascot,153.06613208871838,-27.429842605121944
Clayfield,153.05444577894087,-27.41913680588547
Grange,153.0152749543705,-27.422576544887498
Hamilton (Qld),153.06183124694223,-27.43657579996454
Hendra,153.07026068357803,-27.41773493637035
Kelvin Grove - Herston,153.01690592834632,-27.44885606588601
Newmarket,153.00781694686586,-27.4352813285493
Newstead - Bowen Hills,153.04067110295713,-27.447911758858137
Wilston,153.01863310371903,-27.434734571878753
Windsor,153.03016493369438,-27.434201324954152
Wooloowin - Lutwyche,153.04065420394113,-27.417090038853893
Ashgrove,152.9819144343949,-27.44425866845327
Auchenflower,152.99512193322963,-27.473827738884548
Bardon,152.97924106407356,-27.460977129821057
Paddington - Milton,152.9997417723463,-27.463021869858277
Red Hill (Qld),153.00207566742557,-27.45245496458202
Toowong,152.98403851446483,-27.481454892323576
Brinsmead,145.71554298922317,-16.899193106111024
Clifton Beach - Kewarra Beach,145.66139077133332,-16.77463754398461
Freshwater - Stratford,145.74648174092894,-16.878435213331997
Redlynch,145.691162810992,-16.894701002139023
Trinity Beach - Smithfield,145.69319572318472,-16.814785257792963
Yorkeys Knob - Machans Beach,145.72621566503875,-16.838251403045135
Bentley Park,145.72219063294287,-17.008294791321525
Cairns City,145.76588337118412,-16.914584741741738
Earlville - Bayview Heights,145.72841274794115,-16.955437890193114
Edmonton,145.74074713316426,-17.01742972324425
Gordonvale - Trinity,145.78719719661495,-17.05928964226337
Kanimbla - Mooroobool,145.72662750765008,-16.929949391222323
Lamb Range,145.68129031047053,-17.052722186418958
Manoora,145.7366616749563,-16.917046085871245
Manunda,145.7492100247334,-16.91719365841489
Mount Sheridan,145.73219350391733,-16.988847197823002
Westcourt - Bungalow,145.76252551463827,-16.941159700455387
White Rock,145.7577868660843,-16.97851857792826
Whitfield - Edge Hill,145.73610232189282,-16.899990308995644
Woree,145.74584518764757,-16.959232604990817
Babinda,145.93997625406942,-17.34987975287804
Innisfail,146.03183779288912,-17.521677424719105
Johnstone,145.93138884183156,-17.690481622620904
Tully,145.92614095001994,-18.11992172398006
Wooroonooran,145.80069544477024,-17.38041835306931
Yarrabah,145.89716721120124,-16.994526217813377
Daintree,145.269673793627,-16.191940804001828
Port Douglas,145.48444814250686,-16.5847584675544
Atherton,145.46367110402684,-17.215928133991415
Herberton,145.27824986619416,-18.035146555902468
Kuranda,145.56570049606063,-16.832587235714843
Malanda - Yungaburra,145.61311206193793,-17.368044987964318
Mareeba,145.49624795725933,-17.037888287492773
Balonne,148.11615269170537,-28.31590632235882
Chinchilla,150.68897028189707,-26.370904171482167
Goondiwindi,150.35716881982373,-28.39796903903384
Inglewood - Waggamba,150.3332707950137,-28.397654180344173
Miles - Wandoan,149.91962920750487,-26.403436536756082
Roma,148.80397336119555,-26.563142241751322
Roma Surrounds,148.2867059071232,-26.544305770657143
Tara,150.16895225576994,-27.5039768394192
Crows Nest - Rosalie,151.89546179443752,-27.135683763715086
Jondaryan,151.48830669164977,-27.429866167129205
Millmerran,151.120605023305,-27.853701231331645
Pittsworth,151.58163665900494,-27.71453869926997
Wambo,151.1731827553972,-27.033203512041617
Clifton - Greenmount,151.91314368955062,-27.86709837577908
Southern Downs - East,152.2307216604972,-28.22453195699168
Southern Downs - West,151.8219649693732,-28.18029066815606
Stanthorpe,151.93762259265685,-28.659891015396262
Stanthorpe Surrounds,151.7230406894577,-28.739405393454227
Warwick,152.00597893674416,-28.232461583252576
Central Highlands - East,149.32829922054017,-23.92401061920283
Central Highlands - West,148.017729361826,-24.07921050185562
Emerald,148.16256266368035,-23.53548057524228
Berserker,150.5307805724762,-23.373443875798596
Bouldercombe,150.62564393333716,-23.627892018662628
Emu Park,150.79750005735053,-23.25889213713079
Frenchville - Mount Archer,150.5738782433823,-23.330401245952434
Glenlee - Rockyview,150.45822867180917,-23.231602695992304
Gracemere,150.4120115010619,-23.487807756414753
Lakes Creek,150.5651189466302,-23.36861374319379
Mount Morgan,150.39472850821608,-23.720842371490672
Norman Gardens,150.55389929029036,-23.30200522745347
Park Avenue,150.51194163857028,-23.357683725174933
Parkhurst - Kawana,150.50511092042112,-23.313948178966314
Rockhampton - West,150.47096542135336,-23.397847186315353
Rockhampton City,150.5379357685238,-23.41651205982455
Rockhampton Surrounds - East,150.70564917402265,-23.366271259794626
Rockhampton Surrounds - North,150.01941457387548,-22.796431348005594
Rockhampton Surrounds - West,150.04983212646923,-23.353979190102542
Shoalwater Bay,150.45981796986047,-22.62845843331248
The Range - Allenstown,150.49936823253634,-23.39280647432853
Yeppoon,150.73750147502574,-23.154791453905364
Banana,149.93832946222568,-24.93550890500473
Biloela,150.51648113139677,-24.39806032526746
Agnes Water - Miriam Vale,151.70507738402512,-24.39481596673579
Boyne Island - Tannum Sands,151.3608282309769,-23.973582100377126
Callemondah,151.20659776654765,-23.8397170477093
Clinton - New Auckland,151.2231783703484,-23.887123857991817
Gladstone,151.26114592873347,-23.851931286413897
Gladstone Hinterland,151.07428993325374,-24.0580848071438
Kin Kora - Sun Valley,151.25070772143457,-23.876397005593308
South Trees,151.29578841516698,-23.882043734341934
Telina - Toolooa,151.26872705980998,-23.91261878570712
West Gladstone,151.24656658085144,-23.85837222288696
Broadbeach Waters,153.41492913394987,-28.026952370838377
Burleigh Heads,153.43517133153833,-28.102378828609826
Burleigh Waters,153.4322368681214,-28.08728746220621
Mermaid Beach - Broadbeach,153.43411544811542,-28.03792173157321
Mermaid Waters,153.42150296730412,-28.04981038374712
Miami,153.4358573854189,-28.068200676822933
Coolangatta,153.53370630230626,-28.169732749004954
Currumbin - Tugun,153.4942025657288,-28.149536011855258
Currumbin Waters,153.4626731822978,-28.154202804931103
Elanora,153.4491825205872,-28.13582044162663
Palm Beach,153.46310917232805,-28.11596852483312
Arundel,153.36291168058304,-27.93762568778474
Biggera Waters,153.39145030395062,-27.9297854581819
Coombabah,153.37097009732216,-27.91067695098398
Labrador,153.39788459029944,-27.946189887454604
Paradise Point - Hollywell,153.39532736805626,-27.88510078852722
Runaway Bay,153.3977529918057,-27.913849809392243
Guanaba - Springbrook,153.25528922603561,-28.11525921170887
Tamborine - Canungra,153.1492854008114,-28.09583540173782
Currumbin Valley - Tallebudgera,153.3789697978557,-28.18871460878805
Mudgeeraba - Bonogin,153.35061014088828,-28.121089984003387
Reedy Creek - Andrews,153.40187934688063,-28.113461487902775
Carrara,153.3663489879208,-28.0214943512879
Highland Park,153.33548714425052,-28.015649563410687
Nerang - Mount Nathan,153.30030474997326,-27.990147480090172
Pacific Pines - Gaven,153.3231601486787,-27.947221267934644
Worongary - Tallai,153.3315640353533,-28.053238880577595
Coomera,153.33965329787398,-27.846913506074912
Helensvale,153.33740990710598,-27.900876334901852
Hope Island,153.39713381926182,-27.840532228868884
Jacobs Well - Alberton,153.33858342724955,-27.748144673943397
Oxenford - Maudsland,153.29171295404797,-27.920561289137247
Ormeau (East) - Stapylton,153.2513827704988,-27.747620665504037
Ormeau (West) - Yatala,153.2183175088292,-27.779227056644004
Pimpama - North,153.31821365152976,-27.80909889360514
Pimpama - South,153.31332124919194,-27.829216520227142
Upper Coomera (South) - Wongawallan,153.2259102527869,-27.875295050035415
Upper Coomera - North,153.29204515916135,-27.865598660303743
Willow Vale - Pimpama (West),153.2519700950377,-27.834507029417843
Clear Island Waters,153.39730895026005,-28.04194467793068
Merrimac,153.37308607623498,-28.050834884780425
Varsity Lakes,153.41106998469616,-28.088869498365373
Robina - East,153.4028650268379,-28.07103926269551
Robina - West,153.38105707403716,-28.070435645374996
Ashmore,153.37637959369607,-27.988778742894446
Molendinar,153.36071292892854,-27.9740099488877
Parkwood,153.36296021637898,-27.9545739445042
Southport - North,153.39637748776397,-27.96512170845858
Southport - South,153.40503399076934,-27.983614772898513
Benowa,153.38583784865378,-28.007683854956873
Bundall,153.40480952912833,-28.01110424666915
Main Beach,153.42586613422085,-27.95693763869517
Surfers Paradise - North,153.42433947358285,-27.992945511035845
Surfers Paradise - South,153.42251349669982,-28.009652868926967
Darra - Sumner,152.94799832590203,-27.567591358787894
Durack,152.9855911046745,-27.589077340173336
Inala - Richlands,152.96290274002334,-27.591757036744994
Oxley (Qld),152.97588291293297,-27.5616151736348
Wacol,152.92197192800802,-27.588605530286426
Doolandella,152.9840991516624,-27.613232350162235
Forest Lake - Ellen Grove,152.95897973736965,-27.6197361152134
Boonah,152.61247275049234,-27.994362258110385
Esk,152.43828259632227,-27.20691345086648
Lake Manchester - England Creek,152.76392762492995,-27.414287004972255
Lockyer Valley - East,152.37937946062453,-27.64353230452317
Lowood,152.57699039649913,-27.4414793109427
Rosewood,152.57920570229837,-27.681558570478796
Brassall,152.73636063236714,-27.590098027283634
Bundamba,152.81125303472862,-27.60746863584871
Churchill - Yamanto,152.74237645641395,-27.649906677822987
Ipswich - Central,152.7546503851248,-27.617060605045374
Ipswich - East,152.7839832156431,-27.611758343703556
Ipswich - North,152.73548148418354,-27.54644126967592
Karalee - Barellan Point,152.82892714928852,-27.562977791870658
Karana Downs,152.79323059203944,-27.519636940886354
Leichhardt - One Mile,152.71621972885126,-27.605542820643848
North Ipswich - Tivoli,152.77271549857338,-27.590624905478414
Raceview,152.77276362772204,-27.643719441077632
Ripley,152.81488704829692,-27.699500093608112
Riverview,152.84162718594297,-27.591440194972098
Camira - Gailes,152.91979225249636,-27.63118840920574
Carole Park,152.92960203698726,-27.621236087140147
Collingwood Park - Redbank,152.864535189237,-27.611916736135527
Goodna,152.89250543074846,-27.611714810382924
New Chum,152.83266307580593,-27.617940296860663
Redbank Plains,152.85043831392525,-27.651291323464513
Springfield,152.91015564688752,-27.652534842993806
Springfield Lakes,152.90503490456695,-27.68535279555924
Augustine Heights - Brookwater,152.887492400573,-27.661493472251113
Bellbird Park,152.8866346039125,-27.6367262372846
Beaudesert,152.9192516611713,-28.137664408365236
Beenleigh,153.19356856264722,-27.715093676551344
Eagleby,153.2192848183119,-27.698575786813805
Edens Landing - Holmview,153.17002658456684,-27.7105293901521
Mount Warren Park,153.20544539659593,-27.731017212735743
Wolffdene - Bahrs Scrub,153.17530320843602,-27.759746348195712
Boronia Heights - Park Ridge,153.0408524660416,-27.705059048344445
Browns Plains,153.0626699373681,-27.662684491582176
Chambers Flat - Logan Reserve,153.08885667865812,-27.73673541144073
Crestmead,153.08444806372088,-27.68758219121007
Greenbank Military Camp,152.9706799006371,-27.671427002371164
Hillcrest,153.01165033615553,-27.66515411542852
Marsden,153.09757933183627,-27.673474688205218
Munruben - Park Ridge South,153.03477830071284,-27.737884544040945
Regents Park - Heritage Park,153.05106867934785,-27.6796155708972
Logan Village,153.10835125824755,-27.77215587023618
Flagstone (East) - Riverbend,152.9699193398264,-27.820509189965524
Flagstone (West) - New Beith,152.88614204424184,-27.79021314334373
Greenbank - North Maclean,152.97830168371928,-27.74468808029806
Jimboomba - Glenlogan,153.03521539602113,-27.866903415531418
Yarrabilba,153.13803521610413,-27.825218670349773
Bethania - Waterford,153.14874640719225,-27.69855888512876
Cornubia - Carbrook,153.23891343727834,-27.66869968865052
Loganholme - Tanah Merah,153.18177211163245,-27.680159028447445
Loganlea,153.13878091543273,-27.670270962783537
Shailer Park,153.1775573890623,-27.649758552772177
Waterford West,153.1255168569978,-27.692761917423503
Daisy Hill,153.15784370217432,-27.63024506723901
Kingston (Qld),153.11311177627547,-27.659228273641677
Logan Central,153.09866618078885,-27.64725142008324
Rochedale South - Priestdale,153.14841461254343,-27.603578236311396
Slacks Creek,153.13366273109452,-27.641088616528748
Springwood,153.13832643595913,-27.620405243740958
Underwood,153.11131418483188,-27.608851334160686
Woodridge,153.10574003703653,-27.62848850532397
Bowen,148.2303388573488,-20.017568759475637
Broadsound - Nebo,148.72815413428532,-22.18824040909149
Clermont,147.0468402885498,-22.320397171679467
Collinsville,147.61758135322995,-20.7421107075118
Moranbah,147.88979984573203,-21.94736304966118
Andergrove - Beaconsfield,149.17997705051437,-21.093976107066194
East Mackay,149.20491818033685,-21.15661761563133
Eimeo - Rural View,149.16913932833512,-21.059855406981356
Eungella Hinterland,148.45723339280948,-21.051307446862157
Mackay,149.18227382363938,-21.143168209454455
Mackay Harbour,149.21581894496592,-21.117102819472816
Mount Pleasant - Glenella,149.12810320954088,-21.106021383615065
North Mackay,149.18568409525585,-21.121801146356177
Ooralea - Bakers Creek,149.1564400217959,-21.19353344800752
Pioneer Valley,148.73299538590356,-21.180738262771495
Sarina,149.2159142259101,-21.552906663336586
Seaforth - Calen,148.7886286598242,-20.87856154383855
Shoal Point - Bucasia,149.14716734274882,-21.02549449755654
Slade Point,149.2141990376335,-21.08284830460869
South Mackay,149.18118369345044,-21.164798475347574
Walkerston - Eton,149.05684831573953,-21.274328933516774
West Mackay,149.16274952891825,-21.151470580126063
Airlie - Whitsundays,148.8760763446629,-20.2417747374515
Cape Conway,148.78093551410845,-20.395576113271204
Proserpine,148.48443796338708,-20.409307904715643
Beachmere - Sandstone Point,153.06343580100824,-27.06298203178097
Bribie Island,153.13573966871922,-26.98854605741698
Burpengary - East,153.0021923359689,-27.128549765755338
Caboolture - South,152.9355364940902,-27.102480344342645
Elimbah,152.96142619113945,-27.00035865780184
Morayfield - East,152.96503602296897,-27.10756152339472
Wamuran,152.87227622633478,-27.04249547970068
Caboolture - East,152.9938043737724,-27.066353661165525
Caboolture - West,152.92619001104504,-27.056970266588003
Kilcoy,152.3835807605949,-26.78344503597795
Woodford - D'Aguilar,152.76308953466796,-26.95080800690739
Burpengary,152.95825966037688,-27.158462433924097
Deception Bay,153.00980221274062,-27.178280280178218
Morayfield,152.9215824209622,-27.143148128702702
Narangba,152.92381238928226,-27.18556274018506
Upper Caboolture,152.86704752918257,-27.122828349576615
Clontarf,153.08217991007518,-27.24705853100594
Margate - Woody Point,153.1027117498729,-27.24796638663622
Redcliffe,153.10737603636164,-27.22690876191946
Rothwell - Kippa-Ring,153.064737553011,-27.216066635318217
Moreton Island,153.40629152199395,-27.151282750024322
Scarborough - Newport,153.09775305236548,-27.207487707813268
Albany Creek,152.96899329375498,-27.354405885962148
Cashmere,152.92128367190548,-27.298337630801807
Dayboro,152.81345088775169,-27.21885865144809
Eatons Hill,152.9369916364435,-27.33997796481746
The Hills District,152.941327210965,-27.381114174006147
Samford Valley,152.83801182356495,-27.357233581210586
Murrumba Downs - Griffin,153.0313707128579,-27.27032512725964
Dakabin,152.98521748235663,-27.22269194628377
Kallangur,152.9923793926028,-27.247900872681388
Mango Hill,153.04559319448268,-27.24230620254234
North Lakes,153.0140298933053,-27.22203756322556
Bray Park,152.96775531928594,-27.292420859587423
Lawnton,152.98230947714168,-27.281048181845755
Petrie,152.97250391595034,-27.264866423248613
Strathpine - Brendale,152.98326727987703,-27.314371350578874
Aurukun,141.82845473186777,-13.609363408506038
Cape York,143.25203211829404,-14.166572356647123
Croydon - Etheridge,143.04043966889142,-18.525856739086212
Kowanyama - Pormpuraaw,141.80857151217646,-14.9403940432048
Northern Peninsula,142.3128984834403,-11.004902654758881
Tablelands,143.92261882038608,-16.98559048379895
Torres,142.41228439995777,-10.731148043249746
Torres Strait Islands,142.36560441302458,-9.859100398826817
Weipa,141.86118336762388,-12.64155607734737
Carpentaria,140.27070402437528,-17.7398202392088
Mount Isa,139.50783047062262,-20.728914345335077
Mount Isa Surrounds,139.65661674194322,-20.5395732939486
Northern Highlands,142.94860920027588,-20.702911599102464
Barcaldine - Blackall,145.7293154128435,-23.726968455886052
Charleville,146.48948305453277,-26.18966643115072
Far Central West,140.73651544078936,-23.857003502513628
Far South West,143.860008775774,-27.442744017898747
Longreach,143.9593263903525,-23.71812057717983
Buderim - North,153.043497735107,-26.676057213742677
Buderim - South,153.05034507151194,-26.705814552241655
